Age,Tenure_Months,Monthly_Charges,Total_Charges,Num_Products,Support_Calls,Satisfaction_Score,Contract_Type,Payment_Method,Internet_Service,Churn
68,47,107.43,5051.3,1,1,4,One Year,Credit Card,DSL,0
50,4,103.06,400.43,2,1,4,Month-to-Month,Electronic Check,Fiber Optic,1
45,7,42.47,280.91,2,3,4,One Year,Electronic Check,DSL,0
64,35,59.93,1976.34,1,2,4,Month-to-Month,Electronic Check,Fiber Optic,1
25,48,60.97,2861.82,2,6,4,Month-to-Month,Mailed Check,No,1
51,45,117.82,5334.03,2,4,4,Month-to-Month,Bank Transfer,No,0
52,19,38.09,763.92,2,1,3,Month-to-Month,Credit Card,Fiber Optic,0
49,63,99.92,6203.02,2,1,2,Month-to-Month,Electronic Check,No,1
41,38,53.42,1989.22,2,1,4,Month-to-Month,Electronic Check,No,0
31,67,93.09,6290.63,1,2,3,Month-to-Month,Bank Transfer,Fiber Optic,0
49,59,62.0,3622.1,1,2,3,Month-to-Month,Mailed Check,DSL,0
63,69,77.84,5365.39,2,7,4,Month-to-Month,Credit Card,Fiber Optic,0
60,13,103.26,1414.47,1,3,4,One Year,Mailed Check,No,0
33,47,100.42,4701.66,1,1,5,One Year,Mailed Check,No,0
21,61,106.64,6479.8,2,1,2,Month-to-Month,Mailed Check,Fiber Optic,0
69,31,25.96,796.91,2,1,4,Two Year,Electronic Check,No,0
54,22,89.21,2055.29,1,1,2,One Year,Bank Transfer,DSL,0
38,43,34.0,1484.31,2,2,5,One Year,Bank Transfer,DSL,0
31,67,61.58,4126.81,2,2,1,Month-to-Month,Bank Transfer,No,0
48,54,74.86,4016.22,1,1,4,Month-to-Month,Mailed Check,DSL,0
65,10,60.27,629.64,3,3,4,Two Year,Credit Card,DSL,1
35,42,71.96,3055.3,2,1,3,Two Year,Mailed Check,Fiber Optic,1
24,64,119.65,7603.94,2,0,5,Month-to-Month,Bank Transfer,Fiber Optic,0
27,21,33.52,738.25,2,2,5,Month-to-Month,Electronic Check,Fiber Optic,0
24,66,87.55,5770.74,1,5,3,One Year,Mailed Check,DSL,0
50,41,59.6,2444.84,2,2,1,One Year,Electronic Check,No,0
40,24,33.3,754.99,1,2,3,Two Year,Bank Transfer,No,0
38,35,35.87,1235.45,4,1,3,Month-to-Month,Mailed Check,Fiber Optic,0
36,56,114.93,6384.57,3,3,5,Month-to-Month,Electronic Check,Fiber Optic,0
65,30,107.96,3184.89,2,1,5,Month-to-Month,Mailed Check,Fiber Optic,1
36,57,110.7,6328.75,1,1,1,Month-to-Month,Bank Transfer,Fiber Optic,1
53,47,119.15,5582.29,1,2,3,Month-to-Month,Credit Card,Fiber Optic,1
46,35,40.83,1364.07,1,3,3,Two Year,Bank Transfer,Fiber Optic,0
35,19,55.54,1164.11,2,1,1,Month-to-Month,Credit Card,Fiber Optic,0
19,8,86.92,639.13,1,4,3,Two Year,Credit Card,DSL,1
18,26,68.38,1832.49,2,3,3,Month-to-Month,Bank Transfer,Fiber Optic,1
64,71,61.84,4316.82,1,3,3,Month-to-Month,Electronic Check,Fiber Optic,0
22,30,55.78,1696.23,4,2,4,Month-to-Month,Mailed Check,Fiber Optic,0
37,7,79.38,543.13,1,4,4,Month-to-Month,Mailed Check,Fiber Optic,1
28,67,77.56,5165.07,4,3,2,Two Year,Mailed Check,Fiber Optic,0
59,65,36.15,2359.59,4,2,4,Month-to-Month,Credit Card,Fiber Optic,0
19,36,67.17,2421.23,2,3,4,Month-to-Month,Credit Card,DSL,1
20,25,75.35,1843.13,2,2,5,Month-to-Month,Bank Transfer,Fiber Optic,0
40,37,77.03,2807.22,2,1,3,Month-to-Month,Electronic Check,No,1
29,1,41.01,-37.69,2,2,5,One Year,Bank Transfer,Fiber Optic,0
37,15,94.23,1428.73,1,4,5,Month-to-Month,Bank Transfer,Fiber Optic,1
22,37,22.52,770.55,1,3,3,One Year,Electronic Check,Fiber Optic,0
54,13,55.48,721.44,2,5,3,One Year,Credit Card,No,0
55,8,98.02,813.78,2,2,5,Month-to-Month,Bank Transfer,Fiber Optic,1
47,5,76.39,392.35,2,0,4,Month-to-Month,Bank Transfer,No,0
26,60,46.12,2731.04,1,1,5,One Year,Credit Card,No,0
51,1,89.5,134.94,1,1,4,One Year,Mailed Check,Fiber Optic,0
61,36,76.74,2742.24,1,0,4,Month-to-Month,Electronic Check,Fiber Optic,1
52,35,99.62,3419.99,1,0,2,Month-to-Month,Electronic Check,DSL,0
69,66,93.5,6156.81,1,4,3,Month-to-Month,Mailed Check,Fiber Optic,0
39,63,81.01,5132.97,1,2,5,Month-to-Month,Electronic Check,Fiber Optic,0
61,23,68.82,1549.14,1,4,3,Month-to-Month,Mailed Check,No,0
41,9,33.32,343.79,3,1,1,Month-to-Month,Bank Transfer,Fiber Optic,1
34,34,46.13,1529.9,1,1,4,Month-to-Month,Electronic Check,No,1
27,46,61.91,2816.15,2,1,4,Month-to-Month,Electronic Check,DSL,0
47,4,79.93,267.42,1,6,3,Month-to-Month,Bank Transfer,Fiber Optic,1
63,30,71.37,2175.29,3,2,3,Two Year,Credit Card,Fiber Optic,1
40,3,48.82,143.8,2,2,3,One Year,Credit Card,Fiber Optic,1
49,14,20.65,240.11,1,3,1,Two Year,Bank Transfer,No,0
34,60,69.62,4157.39,2,6,4,Month-to-Month,Electronic Check,DSL,0
67,45,48.56,2031.64,1,4,3,One Year,Electronic Check,DSL,0
68,34,93.46,3216.54,2,2,5,Month-to-Month,Electronic Check,Fiber Optic,1
34,45,22.39,999.01,1,1,4,One Year,Mailed Check,Fiber Optic,0
31,61,78.48,4666.97,4,2,4,Month-to-Month,Credit Card,No,1
26,16,114.15,1753.57,2,2,3,Month-to-Month,Electronic Check,No,1
57,66,37.44,2449.96,1,1,3,Two Year,Credit Card,DSL,0
19,40,67.16,2620.69,2,0,3,One Year,Credit Card,Fiber Optic,0
62,17,29.14,535.05,1,0,3,Two Year,Electronic Check,Fiber Optic,0
42,34,82.57,2828.31,3,1,4,Month-to-Month,Bank Transfer,No,1
56,16,75.05,1218.78,2,2,3,Month-to-Month,Bank Transfer,No,1
26,60,60.74,3514.18,2,4,4,Month-to-Month,Credit Card,Fiber Optic,0
39,66,72.14,4734.97,1,0,2,One Year,Mailed Check,Fiber Optic,1
60,66,109.66,7202.68,3,4,2,One Year,Credit Card,DSL,0
63,13,39.63,467.49,2,5,5,Two Year,Credit Card,Fiber Optic,0
21,56,22.26,1225.8,1,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0
43,31,106.17,3234.96,1,1,3,One Year,Electronic Check,Fiber Optic,0
46,34,77.71,2652.9,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,1
62,39,109.07,4292.06,4,1,2,Month-to-Month,Mailed Check,Fiber Optic,0
51,67,79.69,5373.25,1,1,4,Month-to-Month,Bank Transfer,Fiber Optic,0
40,8,101.02,801.26,2,2,1,Month-to-Month,Bank Transfer,Fiber Optic,0
54,55,62.97,3563.31,1,0,4,Month-to-Month,Credit Card,DSL,0
28,27,94.99,2621.73,1,0,4,Month-to-Month,Bank Transfer,DSL,0
23,53,111.3,5893.82,2,3,5,Month-to-Month,Credit Card,DSL,1
35,39,77.21,2987.08,4,2,3,Month-to-Month,Mailed Check,No,0
38,65,38.08,2542.1,2,2,2,Month-to-Month,Bank Transfer,DSL,0
59,17,46.88,847.34,3,0,4,Month-to-Month,Bank Transfer,No,1
53,30,39.86,1125.28,2,1,1,Month-to-Month,Credit Card,DSL,1
58,53,44.69,2422.86,1,0,2,Two Year,Bank Transfer,Fiber Optic,0
55,13,50.64,650.6,1,1,1,Two Year,Electronic Check,No,0
51,21,75.51,1542.66,2,0,3,Month-to-Month,Mailed Check,Fiber Optic,0
34,19,78.8,1398.24,4,2,1,Two Year,Electronic Check,DSL,0
54,53,62.65,3307.0,3,3,3,One Year,Credit Card,DSL,1
42,19,81.54,1548.65,1,2,5,Month-to-Month,Credit Card,No,0
55,57,28.16,1684.49,1,5,4,Month-to-Month,Credit Card,Fiber Optic,1
29,25,28.78,767.36,1,4,1,Two Year,Mailed Check,Fiber Optic,0
40,31,37.18,1123.44,4,2,2,One Year,Bank Transfer,Fiber Optic,0
59,55,71.81,3969.02,3,1,4,Two Year,Electronic Check,Fiber Optic,0
39,23,41.4,993.51,3,2,5,Two Year,Bank Transfer,DSL,0
38,32,48.33,1550.86,1,1,1,Month-to-Month,Credit Card,Fiber Optic,0
44,62,60.03,3692.5,2,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0
48,10,101.19,985.29,2,3,4,Month-to-Month,Mailed Check,DSL,1
23,54,21.39,1174.33,1,2,3,Month-to-Month,Credit Card,No,0
44,52,84.94,4437.53,2,0,5,Month-to-Month,Bank Transfer,No,0
57,20,86.89,1723.15,1,3,4,Month-to-Month,Electronic Check,No,1
51,32,99.87,3064.88,1,7,5,Month-to-Month,Credit Card,DSL,0
29,14,113.28,1521.39,3,2,3,Month-to-Month,Credit Card,DSL,0
62,50,22.01,1131.48,3,2,4,Month-to-Month,Mailed Check,No,0
24,28,35.38,884.1,2,2,4,Month-to-Month,Mailed Check,DSL,0
27,53,108.62,5816.07,2,2,3,Month-to-Month,Electronic Check,DSL,1
62,24,65.85,1632.21,1,2,4,Month-to-Month,Bank Transfer,No,0
34,22,76.46,1684.17,2,1,2,One Year,Bank Transfer,DSL,0
43,30,86.3,2618.9,3,1,2,Two Year,Credit Card,Fiber Optic,0
38,63,87.91,5564.77,3,3,3,Month-to-Month,Credit Card,Fiber Optic,0
45,4,113.17,446.84,2,3,4,Month-to-Month,Bank Transfer,No,0
63,59,119.69,6993.02,1,2,5,Two Year,Bank Transfer,DSL,1
19,8,92.02,784.52,1,2,3,Month-to-Month,Bank Transfer,No,1
60,12,48.72,655.0,2,2,4,One Year,Credit Card,Fiber Optic,1
18,31,107.98,3286.95,1,0,2,Month-to-Month,Mailed Check,Fiber Optic,0
68,34,24.92,776.72,3,3,5,Two Year,Mailed Check,DSL,0
53,49,43.11,2105.55,1,2,4,Two Year,Electronic Check,DSL,0
68,57,109.74,6223.87,1,2,4,One Year,Bank Transfer,Fiber Optic,0
43,26,45.62,1193.37,1,1,4,Month-to-Month,Bank Transfer,Fiber Optic,0
46,18,42.07,817.66,4,3,3,Two Year,Bank Transfer,No,1
38,38,33.81,1172.5,1,5,3,One Year,Electronic Check,Fiber Optic,0
28,50,105.91,5374.56,2,0,5,One Year,Bank Transfer,Fiber Optic,0
57,8,70.01,539.75,2,0,1,Month-to-Month,Mailed Check,Fiber Optic,0
28,41,87.49,3612.68,1,1,4,One Year,Bank Transfer,No,0
53,6,43.91,294.4,2,2,5,Month-to-Month,Electronic Check,Fiber Optic,1
66,69,95.8,6646.97,2,2,3,Month-to-Month,Credit Card,DSL,0
56,44,96.0,4227.1,2,1,5,One Year,Credit Card,No,0
57,64,51.26,3295.42,3,5,5,Month-to-Month,Mailed Check,Fiber Optic,0
52,29,61.07,1785.48,1,0,4,One Year,Mailed Check,Fiber Optic,0
51,28,40.97,1115.65,1,1,2,One Year,Mailed Check,Fiber Optic,0
64,11,117.66,1206.36,4,2,3,Month-to-Month,Credit Card,Fiber Optic,0
41,65,84.56,5435.44,1,2,1,One Year,Bank Transfer,DSL,0
39,19,113.45,2150.34,2,3,4,Two Year,Electronic Check,DSL,0
22,9,50.34,413.72,3,0,4,Month-to-Month,Electronic Check,No,0
50,27,98.19,2611.91,1,2,4,One Year,Bank Transfer,DSL,0
53,34,96.59,3374.02,2,0,3,Month-to-Month,Credit Card,Fiber Optic,1
64,44,89.17,3966.42,1,1,1,Month-to-Month,Credit Card,DSL,0
37,68,116.56,7913.48,1,4,4,Month-to-Month,Electronic Check,Fiber Optic,1
36,15,59.36,924.0,1,6,4,Month-to-Month,Mailed Check,DSL,1
52,51,33.07,1665.56,3,0,5,Month-to-Month,Mailed Check,Fiber Optic,0
69,13,87.17,1138.75,1,3,4,Two Year,Electronic Check,Fiber Optic,0
60,49,92.93,4575.65,2,0,4,One Year,Electronic Check,DSL,1
34,70,77.51,5404.82,4,0,4,Month-to-Month,Bank Transfer,Fiber Optic,0
62,56,40.68,2243.82,2,1,4,Month-to-Month,Bank Transfer,No,0
60,51,70.45,3654.15,2,4,3,Month-to-Month,Bank Transfer,Fiber Optic,1
51,37,51.22,1925.85,2,3,5,Month-to-Month,Bank Transfer,No,0
26,17,62.75,954.02,1,0,4,Month-to-Month,Bank Transfer,No,0
43,58,84.52,4868.75,2,0,3,Month-to-Month,Bank Transfer,No,1
19,29,94.52,2702.02,2,0,1,Month-to-Month,Mailed Check,No,0
26,33,43.22,1395.2,4,2,3,Month-to-Month,Electronic Check,DSL,0
26,60,60.53,3674.92,4,4,3,One Year,Credit Card,No,0
57,55,46.92,2581.56,3,2,3,Two Year,Bank Transfer,No,0
34,10,39.86,329.12,3,3,2,Month-to-Month,Mailed Check,No,0
18,47,98.34,4602.82,2,0,3,Month-to-Month,Electronic Check,DSL,1
42,23,110.93,2578.48,2,3,2,Month-to-Month,Electronic Check,No,1
60,21,57.02,1186.44,3,5,4,Two Year,Electronic Check,Fiber Optic,0
57,13,95.13,1204.46,1,2,3,Two Year,Bank Transfer,Fiber Optic,0
59,33,109.7,3636.66,4,4,4,One Year,Bank Transfer,DSL,0
42,24,104.61,2591.55,2,2,2,Two Year,Credit Card,DSL,1
56,11,38.28,444.15,2,3,3,Month-to-Month,Bank Transfer,No,1
52,17,115.63,2030.76,2,1,3,Two Year,Electronic Check,Fiber Optic,1
20,68,57.67,3892.68,4,1,4,Month-to-Month,Electronic Check,Fiber Optic,0
67,47,53.92,2533.82,1,1,4,Month-to-Month,Mailed Check,No,0
54,25,26.24,654.57,2,5,2,One Year,Mailed Check,DSL,0
61,21,68.62,1446.95,2,2,4,Month-to-Month,Credit Card,Fiber Optic,0
61,12,30.9,392.83,1,3,2,One Year,Mailed Check,Fiber Optic,0
68,37,44.85,1613.5,3,0,5,Month-to-Month,Credit Card,Fiber Optic,0
47,42,51.69,2203.35,2,1,5,One Year,Mailed Check,DSL,1
55,17,100.88,1633.57,2,3,4,Month-to-Month,Electronic Check,DSL,0
51,48,107.55,5095.61,1,2,4,Month-to-Month,Bank Transfer,DSL,1
29,28,50.25,1513.78,2,1,4,Two Year,Bank Transfer,Fiber Optic,0
36,41,105.87,4315.16,2,1,4,Two Year,Credit Card,No,0
54,47,105.72,5005.32,2,1,4,Two Year,Bank Transfer,Fiber Optic,0
61,18,96.47,1821.37,1,1,5,One Year,Bank Transfer,DSL,0
66,71,34.67,2345.85,4,1,4,One Year,Mailed Check,DSL,0
34,13,89.03,1213.7,2,2,4,One Year,Electronic Check,No,0
27,13,114.5,1520.95,2,2,4,Month-to-Month,Bank Transfer,No,0
66,31,88.25,2817.77,2,0,4,Month-to-Month,Electronic Check,Fiber Optic,0
64,2,53.16,47.24,1,1,4,Month-to-Month,Mailed Check,DSL,1
29,16,70.06,1193.52,2,1,2,Two Year,Mailed Check,Fiber Optic,0
33,9,84.57,724.16,2,4,3,Month-to-Month,Bank Transfer,Fiber Optic,0
41,38,71.06,2753.02,2,1,2,Two Year,Bank Transfer,Fiber Optic,0
36,54,32.0,1726.2,2,1,3,Month-to-Month,Mailed Check,Fiber Optic,1
25,56,51.21,2906.3,2,0,3,One Year,Mailed Check,Fiber Optic,0
48,45,100.24,4513.24,1,0,5,Month-to-Month,Credit Card,No,0
38,34,106.14,3516.79,2,1,4,Month-to-Month,Credit Card,DSL,1
34,9,33.73,147.54,1,4,4,Two Year,Electronic Check,No,0
40,8,115.24,932.42,1,1,3,Month-to-Month,Mailed Check,Fiber Optic,0
54,7,52.88,356.97,4,1,4,Month-to-Month,Electronic Check,Fiber Optic,0
33,36,86.23,3124.19,2,1,4,Month-to-Month,Mailed Check,Fiber Optic,1
23,18,95.18,1700.63,2,1,4,Month-to-Month,Electronic Check,Fiber Optic,0
25,3,101.19,404.47,2,1,3,Month-to-Month,Credit Card,Fiber Optic,1
42,28,114.57,3219.49,4,0,3,One Year,Mailed Check,Fiber Optic,0
35,70,51.29,3567.95,2,1,4,Month-to-Month,Mailed Check,DSL,0
42,44,105.85,4674.27,3,1,4,One Year,Electronic Check,Fiber Optic,0
29,21,33.17,675.14,1,3,5,Month-to-Month,Electronic Check,Fiber Optic,1
32,28,90.5,2538.65,4,5,5,Two Year,Bank Transfer,DSL,0
43,54,94.2,5025.93,3,7,5,One Year,Bank Transfer,No,0
58,54,87.77,4739.15,3,5,4,Month-to-Month,Credit Card,DSL,0
62,65,45.23,2916.06,1,0,5,Month-to-Month,Mailed Check,Fiber Optic,1
43,21,107.3,2197.16,1,3,4,Month-to-Month,Mailed Check,DSL,1
64,13,36.89,578.36,1,4,3,One Year,Electronic Check,Fiber Optic,1
49,57,25.36,1391.33,1,1,3,One Year,Credit Card,DSL,0
27,49,91.75,4496.1,3,1,2,Two Year,Mailed Check,Fiber Optic,0
33,54,67.55,3607.56,1,4,1,Month-to-Month,Credit Card,DSL,0
24,10,104.91,1063.95,1,1,2,Month-to-Month,Bank Transfer,DSL,1
34,53,58.34,3028.3,1,0,1,Month-to-Month,Electronic Check,Fiber Optic,0
40,44,36.83,1662.54,1,1,4,Month-to-Month,Mailed Check,Fiber Optic,1
43,47,103.64,4972.89,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
38,53,74.89,3927.19,3,0,3,Month-to-Month,Bank Transfer,DSL,0
39,46,38.92,1851.17,2,3,4,One Year,Credit Card,No,0
24,13,92.04,1177.43,1,2,4,Month-to-Month,Credit Card,DSL,0
31,37,71.11,2706.36,2,5,5,Two Year,Bank Transfer,No,0
32,24,80.43,2039.74,2,3,4,Month-to-Month,Bank Transfer,Fiber Optic,0
24,2,66.09,120.49,1,3,3,Two Year,Mailed Check,Fiber Optic,0
26,14,102.87,1364.17,2,1,3,Two Year,Mailed Check,Fiber Optic,0
68,10,102.96,1077.0,2,2,2,Two Year,Mailed Check,No,0
65,35,90.94,3194.12,2,4,2,One Year,Mailed Check,Fiber Optic,0
25,25,30.54,788.59,2,2,3,Two Year,Mailed Check,Fiber Optic,0
67,3,103.89,294.68,1,1,5,One Year,Credit Card,Fiber Optic,0
40,17,87.1,1436.48,4,2,1,Month-to-Month,Mailed Check,No,1
46,12,89.7,1134.42,3,5,2,One Year,Bank Transfer,Fiber Optic,1
35,54,56.3,3056.19,4,3,2,One Year,Bank Transfer,DSL,0
48,24,107.93,2518.14,1,1,4,Two Year,Mailed Check,DSL,1
47,29,92.54,2718.0,4,4,3,Month-to-Month,Bank Transfer,DSL,1
69,43,31.26,1368.49,3,0,3,Month-to-Month,Electronic Check,DSL,1
56,25,60.78,1503.24,3,2,2,One Year,Credit Card,DSL,1
52,60,108.64,6599.39,1,2,3,Two Year,Credit Card,Fiber Optic,1
35,65,24.72,1575.89,2,2,2,Month-to-Month,Mailed Check,DSL,1
59,28,116.14,3243.47,4,5,3,Month-to-Month,Electronic Check,Fiber Optic,1
56,16,87.92,1445.15,2,1,1,Month-to-Month,Mailed Check,Fiber Optic,1
34,47,83.14,3911.42,2,1,4,Month-to-Month,Mailed Check,DSL,1
31,58,47.06,2660.26,4,1,4,Month-to-Month,Bank Transfer,DSL,0
48,27,44.88,1220.95,2,1,4,Month-to-Month,Credit Card,DSL,0
41,53,114.21,6032.41,2,2,3,Two Year,Electronic Check,DSL,1
52,42,49.83,2135.71,2,3,3,Month-to-Month,Bank Transfer,No,1
61,59,97.55,5763.01,4,3,1,Month-to-Month,Credit Card,Fiber Optic,1
62,47,59.31,2792.3,1,2,3,One Year,Credit Card,DSL,0
51,34,33.93,1101.21,2,1,3,Two Year,Mailed Check,Fiber Optic,0
20,37,21.07,768.09,2,1,3,Two Year,Electronic Check,DSL,0
54,6,74.43,495.09,3,4,4,Month-to-Month,Mailed Check,Fiber Optic,0
60,7,117.58,784.23,2,2,4,Two Year,Bank Transfer,Fiber Optic,0
57,25,56.91,1421.12,4,1,4,Month-to-Month,Mailed Check,Fiber Optic,0
43,33,55.72,1791.94,4,1,2,One Year,Mailed Check,DSL,0
40,55,54.41,2933.36,1,5,4,One Year,Credit Card,DSL,1
61,58,72.05,4174.66,2,1,1,Month-to-Month,Credit Card,Fiber Optic,0
56,7,64.07,457.18,1,2,4,Month-to-Month,Bank Transfer,No,1
32,57,107.99,6255.12,1,4,3,Month-to-Month,Credit Card,No,0
66,12,70.55,823.83,2,2,2,Two Year,Credit Card,DSL,0
21,16,70.78,1129.97,4,2,5,Month-to-Month,Credit Card,Fiber Optic,0
46,43,33.84,1392.62,3,1,4,One Year,Mailed Check,Fiber Optic,0
39,7,118.27,858.5,1,1,3,Month-to-Month,Electronic Check,No,0
42,51,45.0,2314.9,1,1,1,Month-to-Month,Bank Transfer,DSL,1
30,32,27.34,949.3,2,2,3,Two Year,Mailed Check,Fiber Optic,0
35,8,86.31,746.06,2,2,5,One Year,Bank Transfer,DSL,0
50,45,79.54,3596.87,1,0,4,Two Year,Mailed Check,Fiber Optic,0
33,59,61.51,3605.59,3,3,5,Month-to-Month,Bank Transfer,Fiber Optic,0
62,4,62.22,259.11,4,3,2,Month-to-Month,Credit Card,Fiber Optic,0
59,67,98.51,6594.62,2,1,4,Month-to-Month,Bank Transfer,No,0
61,29,39.57,1195.2,3,3,4,Month-to-Month,Electronic Check,Fiber Optic,0
19,29,102.03,3000.18,1,4,3,Month-to-Month,Bank Transfer,Fiber Optic,1
52,28,84.87,2361.54,2,4,1,One Year,Electronic Check,DSL,1
59,44,61.9,2650.5,2,2,4,Month-to-Month,Bank Transfer,Fiber Optic,0
51,4,65.8,329.87,1,1,4,Month-to-Month,Credit Card,Fiber Optic,0
47,9,45.66,440.03,4,0,4,Month-to-Month,Bank Transfer,DSL,0
30,5,95.21,460.08,2,3,4,One Year,Mailed Check,No,0
30,56,71.29,4019.38,2,2,4,One Year,Credit Card,DSL,0
35,50,52.09,2608.24,1,0,4,Month-to-Month,Credit Card,Fiber Optic,0
49,15,79.61,1260.08,1,5,2,Month-to-Month,Mailed Check,No,1
49,32,119.57,3729.75,1,4,3,Month-to-Month,Credit Card,No,0
52,28,63.53,1758.98,2,1,4,Two Year,Credit Card,No,0
56,22,112.07,2545.49,2,4,5,Two Year,Mailed Check,DSL,1
63,17,54.5,954.66,1,3,1,One Year,Credit Card,No,0
69,59,25.47,1591.36,2,4,3,Month-to-Month,Credit Card,DSL,0
46,71,40.42,2808.73,2,3,3,Month-to-Month,Credit Card,No,0
66,57,61.87,3580.2,2,1,2,One Year,Credit Card,Fiber Optic,0
46,26,41.96,1141.57,2,3,3,Two Year,Bank Transfer,No,0
61,25,20.02,416.41,4,2,4,Two Year,Credit Card,DSL,0
33,10,111.5,1100.22,2,2,1,Two Year,Credit Card,Fiber Optic,1
61,45,104.39,4692.22,2,2,4,Month-to-Month,Credit Card,No,1
64,11,94.23,955.55,1,1,4,Two Year,Bank Transfer,No,0
27,53,36.78,1935.61,1,5,5,One Year,Electronic Check,DSL,0
47,68,32.04,2222.38,1,4,2,Two Year,Credit Card,No,0
42,28,26.76,729.73,2,1,4,Month-to-Month,Electronic Check,DSL,0
56,65,92.4,6018.11,1,3,3,Month-to-Month,Electronic Check,Fiber Optic,0
37,49,112.88,5543.59,1,3,3,Month-to-Month,Mailed Check,Fiber Optic,1
22,47,63.05,2962.74,3,4,4,Month-to-Month,Mailed Check,DSL,0
18,52,31.91,1624.06,1,1,4,Month-to-Month,Electronic Check,DSL,0
47,54,71.24,3879.9,1,1,1,Two Year,Bank Transfer,No,0
66,60,54.88,3213.45,1,2,5,Month-to-Month,Credit Card,Fiber Optic,0
20,57,57.48,3276.79,3,1,4,Month-to-Month,Credit Card,DSL,0
62,47,82.13,3929.38,1,1,4,Month-to-Month,Credit Card,Fiber Optic,0
31,31,91.87,2825.6,2,0,4,Month-to-Month,Mailed Check,No,0
47,46,31.06,1392.39,2,2,3,Two Year,Mailed Check,Fiber Optic,0
67,26,23.56,648.84,2,2,4,Month-to-Month,Credit Card,DSL,0
21,5,119.43,605.32,2,1,3,Month-to-Month,Electronic Check,DSL,1
35,52,43.27,2287.31,3,1,5,Two Year,Mailed Check,Fiber Optic,0
54,54,25.38,1372.44,1,3,2,Two Year,Credit Card,Fiber Optic,0
42,33,38.99,1167.26,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
65,50,23.9,1254.0,1,1,4,One Year,Credit Card,No,0
18,38,59.18,2352.34,1,1,3,One Year,Mailed Check,Fiber Optic,0
63,27,100.24,2770.68,1,1,3,One Year,Bank Transfer,DSL,0
32,15,54.12,634.86,1,2,3,Month-to-Month,Bank Transfer,No,0
26,61,64.42,3952.17,2,4,5,Two Year,Mailed Check,Fiber Optic,0
32,21,87.56,1815.42,2,1,3,Month-to-Month,Electronic Check,Fiber Optic,1
66,46,70.89,3206.73,1,0,3,Month-to-Month,Credit Card,No,0
41,69,106.14,7329.8,2,1,2,Month-to-Month,Mailed Check,No,0
21,6,106.6,632.15,1,2,3,Month-to-Month,Electronic Check,Fiber Optic,0
29,38,20.99,823.05,1,0,3,Two Year,Credit Card,DSL,0
54,62,97.8,6066.43,2,3,4,One Year,Credit Card,No,0
54,62,66.07,4040.3,1,1,2,Month-to-Month,Mailed Check,Fiber Optic,0
60,46,118.88,5439.65,1,1,2,Month-to-Month,Credit Card,Fiber Optic,1
23,13,68.32,851.26,2,7,3,Month-to-Month,Bank Transfer,Fiber Optic,0
56,3,118.69,270.25,4,1,3,Two Year,Bank Transfer,Fiber Optic,1
63,6,95.46,504.18,2,1,3,One Year,Credit Card,No,0
41,8,44.86,348.33,1,0,4,One Year,Mailed Check,Fiber Optic,1
28,44,73.84,3320.15,3,5,3,One Year,Credit Card,No,0
30,33,119.21,3907.15,2,1,3,One Year,Mailed Check,No,0
51,50,105.75,5249.63,2,2,4,One Year,Mailed Check,No,1
42,11,29.74,268.08,3,0,2,Month-to-Month,Bank Transfer,Fiber Optic,1
24,28,90.64,2539.45,2,2,4,Two Year,Bank Transfer,No,0
69,70,54.56,3878.16,1,2,3,One Year,Electronic Check,Fiber Optic,0
21,41,20.7,948.83,2,4,3,One Year,Mailed Check,DSL,1
25,16,60.35,979.87,2,2,4,Two Year,Credit Card,No,0
37,68,43.48,2963.64,2,2,2,Two Year,Mailed Check,Fiber Optic,1
46,48,101.89,4863.55,2,2,5,Two Year,Bank Transfer,DSL,0
68,56,53.73,2990.05,4,0,4,Two Year,Mailed Check,DSL,0
62,64,102.75,6607.46,4,5,4,Month-to-Month,Electronic Check,DSL,1
63,59,20.06,1167.8,3,1,5,Month-to-Month,Credit Card,Fiber Optic,0
27,62,50.78,3140.25,3,6,4,One Year,Mailed Check,Fiber Optic,0
60,11,44.12,484.05,4,3,4,Month-to-Month,Credit Card,DSL,0
51,18,43.36,750.94,1,3,4,Two Year,Credit Card,No,0
43,19,26.82,505.83,1,2,3,One Year,Bank Transfer,DSL,0
58,55,38.71,2028.08,2,1,3,One Year,Mailed Check,No,0
66,26,75.55,1991.74,3,5,1,Two Year,Credit Card,Fiber Optic,0
20,6,49.14,412.43,2,0,1,Month-to-Month,Bank Transfer,Fiber Optic,0
23,4,61.74,219.36,2,2,4,One Year,Electronic Check,Fiber Optic,0
22,29,57.69,1691.7,1,3,1,One Year,Electronic Check,Fiber Optic,0
22,59,107.59,6390.39,1,1,2,Month-to-Month,Mailed Check,No,1
64,17,110.53,1943.02,2,2,4,Month-to-Month,Credit Card,DSL,0
40,43,69.3,2966.68,1,1,1,Two Year,Mailed Check,No,0
66,66,53.02,3409.15,1,2,3,One Year,Credit Card,Fiber Optic,0
26,34,30.68,1056.48,1,1,4,Two Year,Bank Transfer,Fiber Optic,0
52,8,115.34,929.15,1,1,4,Month-to-Month,Electronic Check,Fiber Optic,1
